Reservation No.,Year of reservation made,Month of reservation made,Date of reservation made,Hour of reservation made,Minutes of reservation made,Year of planned departure,Month of planned departure,Date of planned departure,Hour of planned departure,Minutes of planned departure,Year of planned arrival,Month of planned arrival,Date of planned arrival,Hour of planned arrival,Minutes of planned arrival,Year of checked in ,Month of checked in ,Date of checked in ,Hour of checked in ,Minutes of checked in ,Year of checked out,Month of checked out,Date of checked out,Hour of checked out,Minutes of checked out,Station ID of checked in,Station name,Station ID of checked out,Station name,Vehicle type,Vehicle registraiton No.,Vehicle No.,Time of use,Energy used,Age of driver,ID Card No,Sex,Occupation
MNR-03252,2016,6,29,16,12,2016,6,29,16,15,2016,6,29,20,40,2016,6,29,16,23,2016,6,29,16,45,STN-00198,_____,STN-00259,__________,P-COM,___0_423,423,0:21:26,381.1174, , ,,Stuff
MNR-03250,2016,6,29,15,34,2016,6,29,15,35,2016,6,29,20,0,2016,6,29,16,4,2016,6,29,16,10,STN-00224,_______,STN-00256,______,P-COM,___0_424,424,0:06:48,114.8128, , ,,Stuff
MNR-03248,2016,6,29,15,29,2016,6,29,15,35,2016,6,29,20,0,2016,6,29,15,44,2016,6,29,15,59,STN-00198,_____,STN-00223,________,P-COM,___0_405,405,0:15:03,230.5116, , ,,Stuff
MNR-03247,2016,6,29,12,1,2016,6,29,12,5,2016,6,29,13,30,2016,6,29,12,12,2016,6,29,13,10,STN-00204,___________,STN-00204,___________,P-COM,___0_430,430,0:57:48,571.5162, , ,,Stuff
MNR-03246,2016,6,28,20,18,2016,6,28,20,20,2016,6,29,0,45,2016,6,28,20,55,2016,6,28,21,4,STN-00256,______,STN-00204,___________,P-COM,___0_423,423,0:08:40,193.9772, , ,,Stuff
MNR-03245,2016,6,28,20,17,2016,6,28,20,20,2016,6,29,0,45,2016,6,28,20,52,2016,6,28,20,54,STN-00237,_______________,STN-00256,______,P-COM,___0_413,413,0:02:16,31.8911, , ,,Stuff
MNR-03244,2016,6,28,20,16,2016,6,28,20,25,2016,6,29,0,50,2016,6,28,20,48,2016,6,28,20,50,STN-00256,______,STN-00237,_______________,P-COM,___0_414,414,0:01:59,31.5969, , ,,Stuff
MNR-03243,2016,6,28,20,14,2016,6,28,20,20,2016,6,29,0,45,2016,6,28,20,24,2016,6,28,20,28,STN-00201,__________,STN-00204,___________,P-COM,___0_430,430,0:04:06,51.8363, , ,,Stuff
MNR-03242,2016,6,28,16,13,2016,6,28,16,20,2016,6,28,20,45,2016,6,28,16,18,2016,6,28,16,31,STN-00204,___________,STN-00248,_______,P-COM,___0_421,421,0:13:43,308.8234, , ,,Stuff
MNR-03239,2016,6,28,11,4,2016,6,28,11,10,2016,6,28,15,35,2016,6,28,12,23,2016,6,28,12,28,STN-00234,____K______,STN-00201,__________,P-COM,___0_418,418,0:05:14,62.8867, , ,,Stuff
MNR-03240,2016,6,28,11,4,2016,6,28,11,10,2016,6,28,15,35,2016,6,28,12,2,2016,6,28,12,7,STN-00259,__________,STN-00248,_______,P-COM,___0_423,423,0:05:01,63.7448, , ,,Stuff
MNR-03241,2016,6,28,11,27,2016,6,28,11,40,2016,6,28,16,5,2016,6,28,11,51,2016,6,28,12,2,STN-00257,_____,STN-00259,__________,P-COM,___0_417,417_1,0:10:51,236.3931, , ,,Stuff
MNR-03238,2016,6,28,11,3,2016,6,28,11,10,2016,6,28,15,35,2016,6,28,11,25,2016,6,28,11,42,STN-00255,________________,STN-00195,_____,P-COM,___0_427,427_1,0:16:49,316.6589, , ,,Stuff
MNR-03237,2016,6,27,17,16,2016,6,27,17,20,2016,6,27,20,0,2016,6,27,17,32,2016,6,27,17,49,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,0:17:22,114.9106, , ,,Stuff
MNR-03236,2016,6,27,16,29,2016,6,27,16,35,2016,6,27,21,0,2016,6,27,16,33,2016,6,27,16,36,STN-00202,________,STN-00204,___________,P-COM,___0_427,427_1,0:02:23,38.1305, , ,,Stuff
MNR-03235,2016,6,27,11,19,2016,6,27,11,25,2016,6,27,15,50,2016,6,27,11,43,2016,6,27,12,1,STN-00239,____K_____,STN-00248,_______,P-COM,___0_403,403,0:17:45,383.1982, , ,,Stuff
MNR-03228,2016,6,27,10,3,2016,6,27,10,10,2016,6,27,14,35,2016,6,27,11,18,2016,6,27,11,24,STN-00256,______,STN-00231,____K_____,P-COM,___0_422,422,0:05:52,115.9043, , ,,Stuff
MNR-03234,2016,6,27,11,5,2016,6,27,11,10,2016,6,27,12,55,2016,6,27,11,10,2016,6,27,11,45,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,0:35:00,483.1041, , ,,Stuff
MNR-03231,2016,6,27,10,6,2016,6,27,10,15,2016,6,27,14,40,2016,6,27,10,56,2016,6,27,11,4,STN-00255,________________,STN-00253,______,P-COM,___0_419,419_1,0:08:03,192.236, , ,,Stuff
MNR-03233,2016,6,27,10,26,2016,6,27,10,30,2016,6,27,14,55,2016,6,27,10,42,2016,6,27,10,44,STN-00237,_______________,STN-00256,______,P-COM,___0_430,430,0:01:51,35.4381, , ,,Stuff
MNR-03232,2016,6,27,10,25,2016,6,27,10,30,2016,6,27,14,55,2016,6,27,10,40,2016,6,27,10,41,STN-00256,______,STN-00237,_______________,P-COM,___0_413,413,0:01:39,31.3691, , ,,Stuff
MNR-03229,2016,6,27,10,4,2016,6,27,10,10,2016,6,27,14,35,2016,6,27,10,39,2016,6,27,10,47,STN-00256,______,STN-00252,_____,P-COM,___0_425,425,0:07:11,130.4947, , ,,Stuff
MNR-03230,2016,6,27,10,5,2016,6,27,10,15,2016,6,27,14,40,2016,6,27,10,29,2016,6,27,10,33,STN-00223,________,STN-00224,_______,P-COM,___0_424,424,0:03:52,55.129, , ,,Stuff
MNR-03224,2016,6,26,18,7,2016,6,27,7,0,2016,6,27,18,0,2016,6,27,9,3,2016,6,27,17,12,STN-00204,___________,STN-00204,___________,P-COM,___0_421,421,8:08:57,864.3458, , ,,Stuff
MNR-03227,2016,6,26,18,45,2016,6,26,18,50,2016,6,26,19,30,2016,6,26,18,49,2016,6,26,19,6,STN-00201,__________,STN-00202,________,P-COM,___0_427,427_1,0:17:31,282.8479, , ,,Stuff
MNR-03223,2016,6,26,17,58,2016,6,26,18,0,2016,6,26,22,25,2016,6,26,18,3,2016,6,26,18,5,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,0:01:11,1.6886, , ,,Stuff
MNR-03222,2016,6,26,17,57,2016,6,26,18,0,2016,6,26,22,25,2016,6,26,18,0,2016,6,26,18,2,STN-00202,________,STN-00204,___________,P-COM,___0_421,421,0:02:22,39.4648, , ,,Stuff
MNR-03221,2016,6,26,16,44,2016,6,26,16,45,2016,6,26,18,55,2016,6,26,16,52,2016,6,26,17,36,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,0:44:13,1068.1152, , ,,Stuff
MNR-03220,2016,6,26,13,50,2016,6,26,14,0,2016,6,26,18,0,2016,6,26,13,55,2016,6,26,17,50,STN-00204,___________,STN-00239,____K_____,P-COM,___0_403,403,3:54:25,2399.2651, , ,,Stuff
MNR-03219,2016,6,26,13,0,2016,6,26,13,5,2016,6,26,13,50,2016,6,26,13,5,2016,6,26,14,16,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,1:11:11,164.0472, , ,,Stuff
MNR-03218,2016,6,26,12,39,2016,6,26,12,45,2016,6,26,17,10,2016,6,26,13,4,2016,6,26,14,22,STN-00229,____K_______,STN-00202,________,P-COM,___0_421,421,1:18:45,479.676, , ,,Stuff
MNR-03217,2016,6,26,10,53,2016,6,26,11,0,2016,6,26,15,25,2016,6,26,11,24,2016,6,26,11,27,STN-00259,__________,STN-00248,_______,P-COM,___0_413,413,0:03:33,69.8999, , ,,Stuff
MNR-03216,2016,6,26,10,53,2016,6,26,11,0,2016,6,26,15,25,2016,6,26,11,19,2016,6,26,11,23,STN-00248,_______,STN-00259,__________,P-COM,___0_423,423,0:04:28,84.6059, , ,,Stuff
MNR-03215,2016,6,26,10,52,2016,6,26,11,0,2016,6,26,15,25,2016,6,26,11,13,2016,6,26,11,17,STN-00238,____K_____,STN-00248,_______,P-COM,___0_412,412,0:04:35,90.5462, , ,,Stuff
MNR-03214,2016,6,25,19,49,2016,6,25,19,50,2016,6,26,0,15,2016,6,25,20,9,2016,6,25,20,17,STN-00201,__________,STN-00195,_____,P-COM,___0_420,420_1,0:07:44,151.0476, , ,,Stuff
MNR-03213,2016,6,25,19,48,2016,6,25,19,50,2016,6,26,0,15,2016,6,25,19,59,2016,6,25,20,4,STN-00254,_________,STN-00204,___________,P-COM,___0_414,414,0:04:51,79.818, , ,,Stuff
MNR-03212,2016,6,25,18,1,2016,6,25,18,5,2016,6,25,20,0,2016,6,25,18,9,2016,6,25,19,3,STN-00204,___________,STN-00204,___________,P-COM,___0_403,403,0:53:58,171.3917, , ,,Stuff
MNR-03211,2016,6,25,14,35,2016,6,25,14,40,2016,6,25,19,5,2016,6,25,14,45,2016,6,25,14,48,STN-00202,________,STN-00204,___________,P-COM,___0_403,403,0:03:06,58.6953, , ,,Stuff
MNR-03210,2016,6,25,14,6,2016,6,25,14,10,2016,6,25,18,35,2016,6,25,14,10,2016,6,25,14,14,STN-00256,______,STN-00244,________,P-COM,___0_405,405,0:03:55,85.3063, , ,,Stuff
MNR-03209,2016,6,25,14,1,2016,6,25,14,5,2016,6,25,18,30,2016,6,25,14,7,2016,6,25,14,8,STN-00237,_______________,STN-00256,______,P-COM,___0_425,425,0:01:41,37.2854, , ,,Stuff
MNR-03208,2016,6,25,13,56,2016,6,25,14,0,2016,6,25,18,25,2016,6,25,14,4,2016,6,25,14,5,STN-00256,______,STN-00237,_______________,P-COM,___0_430,430,0:01:35,29.1603, , ,,Stuff
MNR-03207,2016,6,25,11,26,2016,6,25,11,30,2016,6,25,15,55,2016,6,25,11,33,2016,6,25,11,49,STN-00247,_____,STN-00223,________,P-COM,___0_424,424,0:16:07,299.4153, , ,,Stuff
MNR-03206,2016,6,25,11,7,2016,6,25,11,10,2016,6,25,15,35,2016,6,25,11,17,2016,6,25,11,23,STN-00255,________________,STN-00252,_____,P-COM,___0_422,422,0:05:56,117.5411, , ,,Stuff
MNR-03205,2016,6,25,10,33,2016,6,25,10,40,2016,6,25,15,5,2016,6,25,10,51,2016,6,25,10,57,STN-00238,____K_____,STN-00248,_______,P-COM,___0_423,423,0:05:17,94.1278, , ,,Stuff
MNR-03204,2016,6,25,10,27,2016,6,25,10,30,2016,6,25,14,55,2016,6,25,10,36,2016,6,25,10,43,STN-00193,________,STN-00195,_____,P-COM,___0_420,420_1,0:07:27,140.9334, , ,,Stuff
MNR-03202,2016,6,24,18,18,2016,6,24,18,25,2016,6,24,22,50,2016,6,24,18,27,2016,6,24,18,31,STN-00202,________,STN-00204,___________,P-COM,___0_412,412,0:03:18,31.0495, , ,,Stuff
MNR-03199,2016,6,24,15,28,2016,6,24,15,35,2016,6,24,20,0,2016,6,24,16,10,2016,6,24,16,15,STN-00236,____K_______,STN-00202,________,P-COM,___0_403,403,0:04:58,171.8139, , ,,Stuff
MNR-03201,2016,6,24,15,30,2016,6,24,15,35,2016,6,24,20,0,2016,6,24,15,58,2016,6,24,16,5,STN-00255,________________,STN-00231,____K_____,P-COM,___0_415,415,0:06:39,180.5037, , ,,Stuff
MNR-03200,2016,6,24,15,29,2016,6,24,15,35,2016,6,24,20,0,2016,6,24,15,39,2016,6,24,15,49,STN-00198,_____,STN-00256,______,P-COM,___0_405,405,0:09:37,179.4027, , ,,Stuff
MNR-03197,2016,6,24,11,52,2016,6,24,12,0,2016,6,24,16,25,2016,6,24,12,10,2016,6,24,12,15,STN-00198,_____,STN-00204,___________,P-COM,___0_422,422,0:05:12,78.0576, , ,,Stuff
MNR-03198,2016,6,24,11,53,2016,6,24,12,0,2016,6,24,16,25,2016,6,24,12,6,2016,6,24,12,11,STN-00202,________,STN-00198,_____,B-COM,___0_408,408,0:04:51,60.5767, , ,,Stuff
MNR-03196,2016,6,24,11,37,2016,6,24,11,40,2016,6,24,12,40,2016,6,24,11,44,2016,6,24,11,57,STN-00204,___________,STN-00204,___________,P-COM,___0_423,423,0:12:49,101.5017, , ,,Stuff
MNR-03195,2016,6,24,10,34,2016,6,24,10,40,2016,6,24,15,5,2016,6,24,10,52,2016,6,24,10,56,STN-00259,__________,STN-00248,_______,P-COM,___0_430,430,0:03:48,88.3388, , ,,Stuff
MNR-03194,2016,6,24,10,33,2016,6,24,10,35,2016,6,24,15,0,2016,6,24,10,47,2016,6,24,10,51,STN-00248,_______,STN-00259,__________,P-COM,___0_413,413,0:03:53,75.649, , ,,Stuff
MNR-03193,2016,6,23,14,53,2016,6,23,15,0,2016,6,23,19,25,2016,6,23,15,8,2016,6,23,15,21,STN-00193,________,STN-00257,_____,P-COM,___0_417,417_1,0:12:40,267.1557, , ,,Stuff
MNR-03192,2016,6,23,14,35,2016,6,23,14,40,2016,6,23,19,5,2016,6,23,14,51,2016,6,23,15,1,STN-00230,____K_______,STN-00240,____K_____,P-COM,___0_429,429,0:09:37,109.2123, , ,,Stuff
MNR-03191,2016,6,23,14,17,2016,6,23,14,25,2016,6,23,18,50,2016,6,23,14,32,2016,6,23,14,42,STN-00256,______,STN-00247,_____,P-COM,___0_425,425,0:09:06,169.1881, , ,,Stuff
MNR-03190,2016,6,23,13,47,2016,6,23,14,0,2016,6,23,18,25,2016,6,23,14,21,2016,6,23,14,31,STN-00198,_____,STN-00256,______,P-COM,___0_428,428,0:10:10,205.404, , ,,Stuff
MNR-03189,2016,6,23,13,46,2016,6,23,13,55,2016,6,23,18,20,2016,6,23,14,1,2016,6,23,14,12,STN-00236,____K_______,STN-00223,________,P-COM,___0_419,419_1,0:10:38,147.7835, , ,,Stuff
MNR-03186,2016,6,22,19,59,2016,6,22,20,0,2016,6,23,0,25,2016,6,22,20,25,2016,6,22,20,28,STN-00202,________,STN-00204,___________,P-COM,___0_415,415,0:02:45,36.6584, , ,,Stuff
MNR-03185,2016,6,22,19,8,2016,6,22,19,10,2016,6,22,20,0,2016,6,22,19,12,2016,6,22,19,28,STN-00258,_____,STN-00204,___________,P-COM,___0_423,423,0:16:32,220.171, , ,,Stuff
MNR-03184,2016,6,22,15,51,2016,6,22,15,55,2016,6,22,20,20,2016,6,22,15,53,2016,6,22,15,58,STN-00259,__________,STN-00248,_______,P-COM,___0_413,413,0:05:03,52.1302, , ,,Stuff
MNR-03183,2016,6,22,15,42,2016,6,22,15,45,2016,6,22,20,10,2016,6,22,15,48,2016,6,22,16,5,STN-00204,___________,STN-00258,_____,P-COM,___0_423,423,0:17:16,266.4775, , ,,Stuff
MNR-03182,2016,6,22,15,10,2016,6,22,15,20,2016,6,22,16,55,2016,6,22,15,44,2016,6,22,15,49,STN-00248,_______,STN-00259,__________,P-COM,___0_430,430,0:05:13,61.2366, , ,,Stuff
MNR-03181,2016,6,22,15,5,2016,6,22,15,15,2016,6,22,19,40,2016,6,22,15,36,2016,6,22,15,42,STN-00259,__________,STN-00248,_______,P-COM,___0_403,403,0:05:51,80.6759, , ,,Stuff
MNR-03180,2016,6,22,11,22,2016,6,22,11,25,2016,6,22,11,55,2016,6,22,11,26,2016,6,22,11,33,STN-00204,___________,STN-00204,___________,P-COM,___0_423,423,0:07:09,0.004, , ,,Stuff
MNR-03179,2016,6,22,10,59,2016,6,22,11,5,2016,6,22,15,30,2016,6,22,11,13,2016,6,22,11,21,STN-00240,____K_____,STN-00234,____K______,P-COM,___0_418,418,0:07:26,102.6168, , ,,Stuff
MNR-03178,2016,6,22,9,18,2016,6,22,9,30,2016,6,22,13,55,2016,6,22,10,44,2016,6,22,10,56,STN-00255,________________,STN-00249,_____,P-COM,___0_404,404,0:11:51,257.0998, , ,,Stuff
MNR-03177,2016,6,22,9,17,2016,6,22,9,30,2016,6,22,13,55,2016,6,22,10,24,2016,6,22,10,34,STN-00193,________,STN-00252,_____,P-COM,___0_420,420_1,0:09:38,201.8307, , ,,Stuff
MNR-03176,2016,6,21,19,44,2016,6,22,7,0,2016,6,22,22,0,2016,6,22,9,39,2016,6,22,9,56,STN-00198,_____,STN-00259,__________,P-COM,___0_403,403,0:16:56,351.5753, , ,,Stuff
MNR-03175,2016,6,21,19,34,2016,6,21,19,40,2016,6,22,0,5,2016,6,21,19,52,2016,6,21,20,5,STN-00250,______,STN-00201,__________,P-COM,___0_427,427_1,0:12:18,265.5952, , ,,Stuff
MNR-03174,2016,6,21,19,33,2016,6,21,19,35,2016,6,22,0,0,2016,6,21,19,37,2016,6,21,19,41,STN-00256,______,STN-00244,________,P-COM,___0_426,426,0:03:12,81.4837, , ,,Stuff
MNR-03173,2016,6,21,19,14,2016,6,21,19,20,2016,6,21,23,45,2016,6,21,19,35,2016,6,21,19,37,STN-00237,_______________,STN-00256,______,P-COM,___0_419,419_1,0:01:43,32.8059, , ,,Stuff
MNR-03172,2016,6,21,18,44,2016,6,21,18,45,2016,6,21,23,10,2016,6,21,19,20,2016,6,21,19,31,STN-00202,________,STN-00237,_______________,P-COM,___0_413,413,0:11:29,240.9856, , ,,Stuff
MNR-03171,2016,6,21,18,44,2016,6,21,18,45,2016,6,21,23,10,2016,6,21,18,48,2016,6,21,19,10,STN-00242,______,STN-00198,_____,P-COM,___0_403,403,0:21:33,161.832, , ,,Stuff
MNR-03170,2016,6,21,17,10,2016,6,21,17,15,2016,6,21,21,40,2016,6,21,17,21,2016,6,21,17,39,STN-00204,___________,STN-00230,____K_______,P-COM,___0_416,416_1,0:17:37,94.3098, , ,,Stuff
MNR-03168,2016,6,21,15,0,2016,6,21,15,5,2016,6,21,16,0,2016,6,21,15,6,2016,6,21,15,14,STN-00204,___________,STN-00204,___________,P-COM,___0_420,420_1,0:07:59,154.7354, , ,,Stuff
MNR-03167,2016,6,21,14,38,2016,6,21,14,40,2016,6,21,19,5,2016,6,21,14,57,2016,6,21,15,6,STN-00248,_______,STN-00240,____K_____,P-COM,___0_428,428,0:09:19,214.825, , ,,Stuff
MNR-03166,2016,6,21,13,14,2016,6,21,13,20,2016,6,21,17,45,2016,6,21,13,23,2016,6,21,13,32,STN-00204,___________,STN-00195,_____,P-COM,___0_423,423,0:09:00,110.9833, , ,,Stuff
MNR-03165,2016,6,21,12,9,2016,6,21,12,25,2016,6,22,16,40,2016,6,21,12,24,2016,6,21,12,36,STN-00257,_____,STN-00236,____K_______,P-COM,___0_425,425,0:12:00,320.8307, , ,,Stuff
MNR-03164,2016,6,21,12,8,2016,6,21,12,10,2016,6,21,13,0,2016,6,21,12,16,2016,6,21,12,29,STN-00204,___________,STN-00204,___________,P-COM,___0_420,420_1,0:13:20,150.128, , ,,Stuff
MNR-03162,2016,6,21,11,27,2016,6,21,11,30,2016,6,21,15,55,2016,6,21,11,48,2016,6,21,12,4,STN-00252,_____,STN-00223,________,P-COM,___0_415,415,0:16:05,223.5727, , ,,Stuff
MNR-03163,2016,6,21,11,29,2016,6,21,11,30,2016,6,21,15,55,2016,6,21,11,36,2016,6,21,11,40,STN-00198,_____,STN-00231,____K_____,P-COM,___0_414,414,0:03:30,64.9069, , ,,Stuff
MNR-03161,2016,6,21,9,28,2016,6,21,9,30,2016,6,21,20,0,2016,6,21,9,39,2016,6,21,13,1,STN-00204,___________,STN-00204,___________,P-COM,___0_416,416_1,3:22:22,797.9718, , ,,Stuff
MNR-03160,2016,6,20,19,28,2016,6,20,19,35,2016,6,21,0,0,2016,6,20,19,58,2016,6,20,20,10,STN-00256,______,STN-00201,__________,P-COM,___0_404,404,0:11:50,224.2972, , ,,Stuff
MNR-03159,2016,6,20,19,28,2016,6,20,19,35,2016,6,21,0,0,2016,6,20,19,52,2016,6,20,19,54,STN-00237,_______________,STN-00256,______,P-COM,___0_426,426,0:01:59,35.0943, , ,,Stuff
MNR-03158,2016,6,20,19,27,2016,6,20,19,30,2016,6,20,23,55,2016,6,20,19,37,2016,6,20,19,51,STN-00201,__________,STN-00237,_______________,P-COM,___0_419,419_1,0:13:44,199.9613, , ,,Stuff
MNR-03157,2016,6,20,16,24,2016,6,20,16,30,2016,6,20,20,55,2016,6,20,16,59,2016,6,20,17,18,STN-00232,____K_____,STN-00198,_____,P-COM,___0_414,414,0:18:15,308.336, , ,,Stuff
MNR-03156,2016,6,20,16,24,2016,6,20,16,30,2016,6,20,20,55,2016,6,20,16,32,2016,6,20,16,38,STN-00234,____K______,STN-00202,________,B-COM,___0_408,408,0:05:48,87.7664, , ,,Stuff
MNR-03155,2016,6,20,15,28,2016,6,20,15,35,2016,6,20,20,0,2016,6,20,15,38,2016,6,20,15,45,STN-00239,____K_____,STN-00204,___________,P-COM,___0_403,403,0:06:30,84.7387, , ,,Stuff
MNR-03154,2016,6,20,14,45,2016,6,20,14,50,2016,6,20,19,15,2016,6,20,15,16,2016,6,20,15,32,STN-00247,_____,STN-00198,_____,P-COM,___0_425,425,0:15:45,303.8787, , ,,Stuff
MNR-03153,2016,6,20,14,12,2016,6,20,14,20,2016,6,20,18,45,2016,6,20,14,50,2016,6,20,14,55,STN-00253,______,STN-00249,_____,P-COM,___0_422,422,0:04:53,95.2674, , ,,Stuff
MNR-03152,2016,6,20,14,1,2016,6,20,14,5,2016,6,20,18,30,2016,6,20,14,30,2016,6,20,14,35,STN-00231,____K_____,STN-00204,___________,P-COM,___0_414,414,0:05:20,85.2216, , ,,Stuff
MNR-03151,2016,6,20,10,26,2016,6,20,10,35,2016,6,20,15,0,2016,6,20,10,46,2016,6,20,10,49,STN-00231,____K_____,STN-00193,________,P-COM,___0_417,417_1,0:03:11,35.7284, , ,,Stuff
MNR-03150,2016,6,20,9,57,2016,6,20,10,0,2016,6,20,14,25,2016,6,20,10,22,2016,6,20,10,31,STN-00248,_______,STN-00257,_____,P-COM,___0_429,429,0:08:19,190.5866, , ,,Stuff
MNR-03149,2016,6,20,9,56,2016,6,20,10,0,2016,6,20,14,25,2016,6,20,10,5,2016,6,20,10,9,STN-00254,_________,STN-00240,____K_____,P-COM,___0_418,418,0:04:21,65.7356, , ,,Stuff
MNR-03148,2016,6,19,19,16,2016,6,19,19,20,2016,6,19,23,45,2016,6,19,19,24,2016,6,19,19,33,STN-00252,_____,STN-00244,________,P-COM,___0_407,407,0:08:55,190.3594, , ,,Stuff
MNR-03147,2016,6,19,10,35,2016,6,19,10,45,2016,6,19,15,10,2016,6,19,11,31,2016,6,19,11,32,STN-00193,________,STN-00236,____K_______,P-COM,___0_423,423,0:01:30,21.0398, , ,,Stuff
MNR-03145,2016,6,19,10,33,2016,6,19,10,40,2016,6,19,15,5,2016,6,19,10,54,2016,6,19,10,55,STN-00256,______,STN-00237,_______________,P-COM,___0_426,426,0:01:19,32.6248, , ,,Stuff
MNR-03146,2016,6,19,10,34,2016,6,19,10,40,2016,6,19,15,5,2016,6,19,10,51,2016,6,19,10,53,STN-00237,_______________,STN-00256,______,P-COM,___0_404,404,0:02:05,31.7816, , ,,Stuff
MNR-03144,2016,6,19,10,5,2016,6,19,10,10,2016,6,19,10,55,2016,6,19,10,7,2016,6,19,10,37,STN-00258,_____,STN-00204,___________,P-COM,___0_416,416_1,0:30:02,287.9614, , ,,Stuff
MNR-03143,2016,6,19,7,55,2016,6,19,8,0,2016,6,19,12,25,2016,6,19,8,45,2016,6,19,9,6,STN-00204,___________,STN-00258,_____,P-COM,___0_416,416_1,0:20:49,295.4705, , ,,Stuff
MNR-03142,2016,6,18,20,13,2016,6,18,20,15,2016,6,19,0,40,2016,6,18,20,18,2016,6,18,20,21,STN-00202,________,STN-00204,___________,P-COM,___0_412,412,0:02:55,22.4198, , ,,Stuff
MNR-03141,2016,6,18,20,0,2016,6,18,20,5,2016,6,19,0,30,2016,6,18,20,6,2016,6,18,20,11,STN-00202,________,STN-00195,_____,P-COM,___0_420,420_1,0:04:41,85.6046, , ,,Stuff
MNR-03140,2016,6,18,16,44,2016,6,18,16,55,2016,6,18,21,20,2016,6,18,17,25,2016,6,18,17,31,STN-00255,________________,STN-00252,_____,P-COM,___0_415,415,0:06:19,154.2483, , ,,Stuff
MNR-03139,2016,6,18,16,43,2016,6,18,16,50,2016,6,18,21,15,2016,6,18,17,1,2016,6,18,17,11,STN-00231,____K_____,STN-00244,________,P-COM,___0_407,407,0:10:46,120.9385, , ,,Stuff
MNR-03138,2016,6,18,10,37,2016,6,18,10,50,2016,6,18,15,15,2016,6,18,12,17,2016,6,18,12,25,STN-00257,_____,STN-00248,_______,P-COM,___0_429,429,0:08:14,210.763, , ,,Stuff
MNR-03137,2016,6,18,10,36,2016,6,18,10,45,2016,6,18,15,10,2016,6,18,11,43,2016,6,18,11,50,STN-00195,_____,STN-00238,____K_____,P-COM,___0_413,413,0:06:27,158.3236, , ,,Stuff
MNR-03136,2016,6,18,10,35,2016,6,18,10,40,2016,6,18,15,5,2016,6,18,11,11,2016,6,18,11,15,STN-00198,_____,STN-00236,____K_______,P-COM,___0_420,420_1,0:04:18,71.5042, , ,,Stuff
MNR-03134,2016,6,18,10,16,2016,6,18,10,20,2016,6,18,14,45,2016,6,18,10,27,2016,6,18,10,28,STN-00204,___________,STN-00202,________,P-COM,___0_417,417_1,0:01:23,26.3063, , ,,Stuff
MNR-03133,2016,6,17,17,45,2016,6,17,17,50,2016,6,18,19,50,2016,6,17,17,50,2016,6,17,18,3,STN-00204,___________,STN-00204,___________,P-COM,___0_428,428,0:13:43,122.7935, , ,,Stuff
MNR-03132,2016,6,17,16,57,2016,6,17,17,0,2016,6,17,21,25,2016,6,17,17,6,2016,6,17,17,21,STN-00258,_____,STN-00236,____K_______,P-COM,___0_417,417_1,0:15:29,257.0989, , ,,Stuff
MNR-03130,2016,6,17,15,55,2016,6,17,16,10,2016,6,17,20,35,2016,6,17,16,40,2016,6,17,16,49,STN-00236,____K_______,STN-00256,______,P-COM,___0_426,426,0:09:16,141.5217, , ,,Stuff
MNR-03131,2016,6,17,16,21,2016,6,17,16,25,2016,6,17,20,50,2016,6,17,16,23,2016,6,17,16,29,STN-00254,_________,STN-00204,___________,P-COM,___0_415,415,0:05:13,96.7976, , ,,Stuff
MNR-03128,2016,6,17,11,51,2016,6,17,11,55,2016,6,17,16,20,2016,6,17,11,54,2016,6,17,12,53,STN-00256,______,STN-00204,___________,P-COM,___0_420,420_1,0:59:39,476.0317, , ,,Stuff
MNR-03127,2016,6,17,11,33,2016,6,17,11,35,2016,6,17,13,0,2016,6,17,11,36,2016,6,17,11,47,STN-00204,___________,STN-00256,______,P-COM,___0_426,426,0:10:41,242.3074, , ,,Stuff
MNR-03126,2016,6,16,19,54,2016,6,16,20,0,2016,6,17,0,25,2016,6,16,20,6,2016,6,16,20,21,STN-00256,______,STN-00204,___________,P-COM,___0_428,428,0:15:00,307.262, , ,,Stuff
MNR-03125,2016,6,16,19,53,2016,6,16,20,0,2016,6,17,0,25,2016,6,16,20,3,2016,6,16,20,6,STN-00237,_______________,STN-00256,______,P-COM,___0_420,420_1,0:02:05,31.976, , ,,Stuff
MNR-03124,2016,6,16,19,36,2016,6,16,19,40,2016,6,17,0,5,2016,6,16,19,51,2016,6,16,20,2,STN-00202,________,STN-00237,_______________,P-COM,___0_404,404,0:11:15,205.327, , ,,Stuff
MNR-03123,2016,6,16,19,35,2016,6,16,19,40,2016,6,17,0,5,2016,6,16,19,42,2016,6,16,19,45,STN-00201,__________,STN-00204,___________,P-COM,___0_426,426,0:03:43,63.7603, , ,,Stuff
MNR-03121,2016,6,16,14,3,2016,6,16,14,10,2016,6,16,18,35,2016,6,16,14,47,2016,6,16,15,6,STN-00236,____K_______,STN-00238,____K_____,P-COM,___0_417,417_1,0:19:22,343.074, , ,,Stuff
