120150,14:13:00,1270 Boylston St Boston Ma 02215,-71.0956,42.345212,14:22:00,Unnamed Road Boston Ma,-71.079842,42.347158,0:09:00
229445,14:13:00,30 Oliver St Boston Ma 02110,-71.054157,42.356612,14:22:00,30 Pemberton Sq Boston Ma 02108,-71.060785,42.358537,0:09:00
131112,15:45:00,60 Salem St Boston Ma 02113,-71.05612,42.363352,15:46:00,60 Salem St Boston Ma 02113,-71.056125,42.363357,0:01:00
131113,15:46:00,Unnamed Road Boston Ma,-71.018457,42.369188,15:58:00,30 North St Boston Ma 02113,-71.05588,42.360812,0:12:00
131114,15:49:00,720 Atlantic Ave Boston Ma 02111,-71.056003,42.351387,15:56:00,48 Fargo St Boston Ma 02210,-71.043683,42.346293,0:07:00
131161,15:55:00,148 Dartmouth St Boston Ma 02116,-71.076132,42.347608,16:10:00,Unnamed Road Boston Ma,-71.01692,42.366342,0:15:00
131169,15:57:00,68 Beacon St Boston Ma,-71.069645,42.35618,16:11:00,60 Broad St Boston Ma 02110,-71.053407,42.3579,0:14:00
131170,15:59:00,596 Dorchester Ave Boston Ma 02127,-71.057095,42.329703,16:19:00,Unnamed Road Boston Ma,-71.021917,42.365167,0:20:00
131173,16:01:00,20 Kilby St Boston Ma 02109,-71.056145,42.35857,16:12:00,Unnamed Road Boston Ma,-71.094868,42.343545,0:11:00
131181,16:04:00,Commonwealth Ave Boston Ma,-71.12111,42.351615,16:29:00,Unnamed Road Boston Ma,-71.021955,42.365118,0:25:00
131182,16:07:00,I-90 @ Boylston St Boston Ma,-71.0864,42.347607,16:21:00,710 Atlantic Ave Boston Ma 02111,-71.05596,42.351572,0:14:00
229405,16:14:00,Unnamed Road Boston Ma,-71.041133,42.349328,16:26:00,150 Clarendon St Boston Ma 02116,-71.074418,42.348552,0:12:00
229406,16:14:00,Unnamed Road Boston Ma,-71.016918,42.366327,16:15:00,Unnamed Road Boston Ma,-71.016842,42.36643,0:01:00
229409,16:18:00,70 Court St Boston Ma 02108,-71.059533,42.359162,16:24:00,81 Beacon St Boston Ma,-71.070922,42.35584,0:06:00
