tripduration;Starttime;Stoptime;start station id;start station name;start station latitude;start station longitude;end station id;end station name;end station latitude;end station longitude;bikeid
1990;01/09/2019 12:13;01/09/2019 12:46;363;Harrison Ave at Mullins Way;42,3452156;-71,0638403;342;Boylston St at Jersey St;42,344651;-71,097325;5484
1971;01/09/2019 12:13;01/09/2019 12:46;363;Harrison Ave at Mullins Way;42,3452156;-71,0638403;342;Boylston St at Jersey St;42,344651;-71,097325;5595
2021;01/09/2019 12:14;01/09/2019 12:47;363;Harrison Ave at Mullins Way;42,3452156;-71,0638403;342;Boylston St at Jersey St;42,344651;-71,097325;3881
353;01/09/2019 12:14;01/09/2019 12:20;184;Sidney Research Campus/ Erie Street at Waverly;42,3577531;-71,1039341;68;Central Square at Mass Ave / Essex St;42,36507;-71,1031;5607
448;01/09/2019 12:14;01/09/2019 12:21;216;Glendon St at Condor St;42,3824038;-71,030243;215;The Eddy - New St at Sumner St;42,370744;-71,044201;5357
1740;01/09/2019 12:14;01/09/2019 12:43;94;Main St at Austin St;42,375603;-71,064608;53;Beacon St at Massachusetts Ave;42,350827;-71,089811;768
4550;01/09/2019 12:14;01/09/2019 13:30;225;Cambridge Dept. of Public Works -147 Hampshire St.;42,3711973;-71,0975987;428;Western Ave at Richardson St;42,361787;-71,143931;5394
294;01/09/2019 12:14;01/09/2019 12:19;46;Christian Science Plaza - Massachusetts Ave at Westland Ave;42,3436658;-71,0858238;52;Newbury St at Hereford St;42,348717;-71,085954;2924
544;01/09/2019 12:14;01/09/2019 12:23;359;One Brigham Circle;42,3339227;-71,1044651;5;Northeastern University - North Parking Lot;42,341814;-71,090179;3090
404;01/09/2019 12:14;01/09/2019 12:21;66;Allston Green District - Griggs St at Commonwealth Ave;42,3492247;-71,132753;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;2102
1581;01/09/2019 12:14;01/09/2019 12:41;376;Honan Library;42,3602737;-71,1285245;111;Packard Ave at Powderhouse Blvd;42,40449;-71,123413;4704
605;01/09/2019 12:14;01/09/2019 12:24;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;386;Sennott Park  Broadway at Norfolk Street;42,368605;-71,099302;2121
394;01/09/2019 12:14;01/09/2019 12:21;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;3074
2674;01/09/2019 12:14;01/09/2019 12:59;46;Christian Science Plaza - Massachusetts Ave at Westland Ave;42,3436658;-71,0858238;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;1378
609;01/09/2019 12:14;01/09/2019 12:25;157;Seaport Blvd at Sleeper St;42,3531781;-71,0481736;186;Congress St at Northern Ave;42,3481;-71,03764;3225
1435;01/09/2019 12:14;01/09/2019 12:38;76;Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St;42,366426;-71,105495;81;Chinatown T Stop;42,352409;-71,062679;2948
1986;01/09/2019 12:14;01/09/2019 12:48;133;Green Street T Stop - Green St at Amory St;42,310579;-71,107341;22;South Station - 700 Atlantic Ave;42,352175;-71,055547;3241
2669;01/09/2019 12:15;01/09/2019 12:59;46;Christian Science Plaza - Massachusetts Ave at Westland Ave;42,3436658;-71,0858238;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;3475
3021;01/09/2019 12:15;01/09/2019 13:05;46;Christian Science Plaza - Massachusetts Ave at Westland Ave;42,3436658;-71,0858238;73;Harvard Square at Brattle St / Eliot St;42,373231;-71,120886;4155
3022;01/09/2019 12:15;01/09/2019 13:05;120;Beacon St at Charles St;42,356052;-71,069849;146;Murphy Skating Rink - 1880 Day Blvd;42,336448;-71,023739;4161
3014;01/09/2019 12:15;01/09/2019 13:05;120;Beacon St at Charles St;42,356052;-71,069849;146;Murphy Skating Rink - 1880 Day Blvd;42,336448;-71,023739;4477
598;01/09/2019 12:15;01/09/2019 12:25;157;Seaport Blvd at Sleeper St;42,3531781;-71,0481736;186;Congress St at Northern Ave;42,3481;-71,03764;4422
6983;01/09/2019 12:15;01/09/2019 14:11;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;3734
1952;01/09/2019 12:15;01/09/2019 12:47;133;Green Street T Stop - Green St at Amory St;42,310579;-71,107341;22;South Station - 700 Atlantic Ave;42,352175;-71,055547;3721
2052;01/09/2019 12:15;01/09/2019 12:49;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;42;Boylston St at Arlington St;42,352055;-71,070487;4871
2220;01/09/2019 12:15;01/09/2019 12:52;84;CambridgeSide Galleria - CambridgeSide PL at Land Blvd;42,366981;-71,076472;108;Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St;42,377945;-71,116865;5435
769;01/09/2019 12:15;01/09/2019 12:28;408;Edgerly Education Center;42,3871746;-71,0871439;137;Magoun Square at Trum Field;42,398365;-71,107818;3284
2333;01/09/2019 12:15;01/09/2019 12:54;55;Boylston St at Massachusetts Ave;42,347265;-71,088088;426;Surface Rd at Summer St;42,352946;-71,056564;4935
2247;01/09/2019 12:15;01/09/2019 12:53;111;Packard Ave at Powderhouse Blvd;42,40449;-71,123413;29;Innovation Lab - 125 Western Ave at Batten Way;42,363732;-71,124565;4021
2278;01/09/2019 12:15;01/09/2019 12:53;55;Boylston St at Massachusetts Ave;42,347265;-71,088088;426;Surface Rd at Summer St;42,352946;-71,056564;5369
982;01/09/2019 12:15;01/09/2019 12:32;107;Ames St at Main St;42,3625;-71,08822;188;Foss Park;42,391084;-71,090394;5517
946;01/09/2019 12:15;01/09/2019 12:31;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;90;Lechmere Station at Cambridge St / First St;42,370677;-71,076529;3471
813;01/09/2019 12:15;01/09/2019 12:29;85;Spaulding Rehabilitation Hospital - Charlestown Navy Yard;42,378338;-71,048927;358;Medford St at Charlestown BCYF;42,380429;-71,060557;3803
2238;01/09/2019 12:16;01/09/2019 12:53;55;Boylston St at Massachusetts Ave;42,347265;-71,088088;426;Surface Rd at Summer St;42,352946;-71,056564;4245
2255;01/09/2019 12:16;01/09/2019 12:53;55;Boylston St at Massachusetts Ave;42,347265;-71,088088;426;Surface Rd at Summer St;42,352946;-71,056564;4827
917;01/09/2019 12:16;01/09/2019 12:31;217;Orient Heights T Stop - Bennington St at Saratoga St;42,386781;-71,006098;213;East Boston Neighborhood Health Center - 20 Maverick Square;42,369536;-71,039431;4131
2228;01/09/2019 12:16;01/09/2019 12:53;111;Packard Ave at Powderhouse Blvd;42,40449;-71,123413;29;Innovation Lab - 125 Western Ave at Batten Way;42,363732;-71,124565;3646
786;01/09/2019 12:16;01/09/2019 12:29;85;Spaulding Rehabilitation Hospital - Charlestown Navy Yard;42,378338;-71,048927;358;Medford St at Charlestown BCYF;42,380429;-71,060557;5310
673;01/09/2019 12:16;01/09/2019 12:27;206;Government Center - Cambridge St at Court St;42,3598025;-71,0596078;384;Clarendon St at Newbury St;42,351553;-71,07569;3305
5640;01/09/2019 12:16;01/09/2019 13:50;57;Columbus Ave at Massachusetts Ave;42,3405426;-71,0813885;26;Washington St at Waltham St;42,341522;-71,068922;4414
4682;01/09/2019 12:16;01/09/2019 13:34;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;224;Fresh Pond Reservation;42,382678;-71,143479;4367
256;01/09/2019 12:16;01/09/2019 12:21;361;Deerfield St at Commonwealth Ave;42,3492438;-71,0972821;53;Beacon St at Massachusetts Ave;42,350827;-71,089811;3107
4705;01/09/2019 12:17;01/09/2019 13:35;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;224;Fresh Pond Reservation;42,382678;-71,143479;2610
305;01/09/2019 12:17;01/09/2019 12:22;413;Kennedy-Longfellow School 158 Spring St;42,369553;-71,0857902;318;Ames St at Broadway;42,363693;-71,087567;2248
276;01/09/2019 12:17;01/09/2019 12:21;47;Cross St at Hanover St;42,362811;-71,056067;192;Purchase St at Pearl St;42,354659;-71,053181;4047
4641;01/09/2019 12:17;01/09/2019 13:34;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;224;Fresh Pond Reservation;42,382678;-71,143479;4256
504;01/09/2019 12:17;01/09/2019 12:25;177;University Park;42,3626478;-71,1000609;189;Kendall T;42,362428;-71,084955;5501
2155;01/09/2019 12:17;01/09/2019 12:53;84;CambridgeSide Galleria - CambridgeSide PL at Land Blvd;42,366981;-71,076472;108;Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St;42,377945;-71,116865;3682
3230;01/09/2019 12:17;01/09/2019 13:11;273;Forest Hills;42,300923;-71,114249;273;Forest Hills;42,300923;-71,114249;3877
2100;01/09/2019 12:17;01/09/2019 12:52;84;CambridgeSide Galleria - CambridgeSide PL at Land Blvd;42,366981;-71,076472;108;Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St;42,377945;-71,116865;4975
4619;01/09/2019 12:17;01/09/2019 13:34;54;Tremont St at West St;42,354979;-71,063348;23;Boston City Hall - 28 State St;42,35892;-71,057629;2797
1636;01/09/2019 12:17;01/09/2019 12:44;17;Soldiers Field Park - 111 Western Ave;42,3642634;-71,1182757;69;Coolidge Corner - Beacon St at Centre St;42,341598;-71,123338;2706
2068;01/09/2019 12:17;01/09/2019 12:52;84;CambridgeSide Galleria - CambridgeSide PL at Land Blvd;42,366981;-71,076472;108;Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St;42,377945;-71,116865;3190
2050;01/09/2019 12:17;01/09/2019 12:51;40;Lewis Wharf at Atlantic Ave;42,363871;-71,050877;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,36919;-71,117141;5149
930;01/09/2019 12:17;01/09/2019 12:33;119;South Boston Library - 646 E Broadway;42,335741;-71,03877;218;Watermark Seaport - Boston Wharf Rd at Seaport Blvd;42,351586;-71,045693;3400
916;01/09/2019 12:17;01/09/2019 12:33;119;South Boston Library - 646 E Broadway;42,335741;-71,03877;218;Watermark Seaport - Boston Wharf Rd at Seaport Blvd;42,351586;-71,045693;4452
386;01/09/2019 12:17;01/09/2019 12:24;177;University Park;42,3626478;-71,1000609;177;University Park;42,362648;-71,100061;5349
950;01/09/2019 12:18;01/09/2019 12:33;61;Boylston St at Fairfield St;42,348762;-71,082383;179;MIT Vassar St;42,355601;-71,103945;3967
4641;01/09/2019 12:18;01/09/2019 13:35;54;Tremont St at West St;42,354979;-71,063348;23;Boston City Hall - 28 State St;42,35892;-71,057629;4007
5562;01/09/2019 12:18;01/09/2019 13:50;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;428;Western Ave at Richardson St;42,361787;-71,143931;3525
5528;01/09/2019 12:18;01/09/2019 13:50;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;428;Western Ave at Richardson St;42,361787;-71,143931;2064
1524;01/09/2019 12:18;01/09/2019 12:44;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;342;Boylston St at Jersey St;42,344651;-71,097325;3768
1520;01/09/2019 12:18;01/09/2019 12:44;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;342;Boylston St at Jersey St;42,344651;-71,097325;3463
572;01/09/2019 12:18;01/09/2019 12:28;4;Tremont St at E Berkeley St;42,345392;-71,069616;364;Tremont St at Northampton St;42,338896;-71,0815;2214
1534;01/09/2019 12:19;01/09/2019 12:44;60;Charles Circle - Charles St at Cambridge St;42,360185;-71,070866;42;Boylston St at Arlington St;42,352055;-71,070487;5652
537;01/09/2019 12:19;01/09/2019 12:28;189;Kendall T;42,3624278;-71,0849547;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;217
714;01/09/2019 12:19;01/09/2019 12:31;52;Newbury St at Hereford St;42,348717;-71,085954;50;Boylston St at Berkeley St;42,351142;-71,073292;3959
1937;01/09/2019 12:19;01/09/2019 12:51;157;Seaport Blvd at Sleeper St;42,3531781;-71,0481736;380;Mass Ave at Albany St;42,361358;-71,096703;4393
4092;01/09/2019 12:19;01/09/2019 13:27;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;36;Copley Square - Dartmouth St at Boylston St;42,349928;-71,077392;3714
1150;01/09/2019 12:19;01/09/2019 12:38;139;Dana Park;42,3617804;-71,1080995;68;Central Square at Mass Ave / Essex St;42,36507;-71,1031;4372
922;01/09/2019 12:19;01/09/2019 12:35;360;Bartlett St at John Elliot Sq;42,3294633;-71,0901582;372;Boylston St at Exeter St;42,349589;-71,079468;4746
7591;01/09/2019 12:19;01/09/2019 14:26;70;Harvard Kennedy School at Bennett St / Eliot St;42,3722168;-71,1218807;70;Harvard Kennedy School at Bennett St / Eliot St;42,372217;-71,121881;2303
495;01/09/2019 12:19;01/09/2019 12:27;4;Tremont St at E Berkeley St;42,345392;-71,069616;364;Tremont St at Northampton St;42,338896;-71,0815;3506
722;01/09/2019 12:19;01/09/2019 12:31;52;Newbury St at Hereford St;42,348717;-71,085954;50;Boylston St at Berkeley St;42,351142;-71,073292;4903
4073;01/09/2019 12:19;01/09/2019 13:27;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;36;Copley Square - Dartmouth St at Boylston St;42,349928;-71,077392;4448
571;01/09/2019 12:19;01/09/2019 12:29;68;Central Square at Mass Ave / Essex St;42,36507;-71,1031;189;Kendall T;42,362428;-71,084955;5371
142;01/09/2019 12:20;01/09/2019 12:22;70;Harvard Kennedy School at Bennett St / Eliot St;42,3722168;-71,1218807;70;Harvard Kennedy School at Bennett St / Eliot St;42,372217;-71,121881;4925
4056;01/09/2019 12:20;01/09/2019 13:27;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;36;Copley Square - Dartmouth St at Boylston St;42,349928;-71,077392;2384
1757;01/09/2019 12:20;01/09/2019 12:49;60;Charles Circle - Charles St at Cambridge St;42,360185;-71,070866;84;CambridgeSide Galleria - CambridgeSide PL at Land Blvd;42,366981;-71,076472;297
4027;01/09/2019 12:20;01/09/2019 13:27;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;36;Copley Square - Dartmouth St at Boylston St;42,349928;-71,077392;5095
4780;01/09/2019 12:20;01/09/2019 13:40;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;68;Central Square at Mass Ave / Essex St;42,36507;-71,1031;5627
684;01/09/2019 12:20;01/09/2019 12:32;49;Stuart St at Charles St;42,351146;-71,066289;372;Boylston St at Exeter St;42,349589;-71,079468;3993
768;01/09/2019 12:20;01/09/2019 12:33;227;Silber Way;42,349496;-71,1005759;46;Christian Science Plaza - Massachusetts Ave at Westland Ave;42,343666;-71,085824;4673
1045;01/09/2019 12:20;01/09/2019 12:38;332;Harvard Ave at Brainerd Rd;42,3495302;-71,1302277;14;HMS/HSPH - Avenue Louis Pasteur at Longwood Ave;42,337417;-71,102861;3785
491;01/09/2019 12:21;01/09/2019 12:29;381;Inman Square at Springfield St.;42,3743841;-71,1001575;177;University Park;42,362648;-71,100061;5608
555;01/09/2019 12:21;01/09/2019 12:30;9;Commonwealth Ave at Agganis Way;42,351692;-71,1190349;10;B.U. Central - 725 Comm. Ave.;42,350406;-71,108279;461
1517;01/09/2019 12:21;01/09/2019 12:46;332;Harvard Ave at Brainerd Rd;42,3495302;-71,1302277;14;HMS/HSPH - Avenue Louis Pasteur at Longwood Ave;42,337417;-71,102861;5528
719;01/09/2019 12:21;01/09/2019 12:33;95;Cambridge St - at Columbia St / Webster Ave;42,372969;-71,094445;188;Foss Park;42,391084;-71,090394;5167
1420;01/09/2019 12:21;01/09/2019 12:44;177;University Park;42,3626478;-71,1000609;9;Commonwealth Ave at Agganis Way;42,351692;-71,119035;3997
481;01/09/2019 12:21;01/09/2019 12:29;84;CambridgeSide Galleria - CambridgeSide PL at Land Blvd;42,366981;-71,076472;6;Cambridge St at Joy St;42,361212;-71,065306;4506
4804;01/09/2019 12:21;01/09/2019 13:41;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;68;Central Square at Mass Ave / Essex St;42,36507;-71,1031;3566
1392;01/09/2019 12:21;01/09/2019 12:44;19;Park Dr at Buswell St;42,347241;-71,105301;413;Kennedy-Longfellow School 158 Spring St;42,369553;-71,08579;3532
8519;01/09/2019 12:21;01/09/2019 14:43;131;Jackson Square T Stop;42,3229312;-71,1001414;345;Park Plaza at Charles St S.;42,351828;-71,067811;3787
1215;01/09/2019 12:21;01/09/2019 12:41;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;160;Wentworth Institute of Technology - Huntington Ave at Vancouver St;42,337586;-71,096271;5329
1705;01/09/2019 12:21;01/09/2019 12:50;177;University Park;42,3626478;-71,1000609;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;3462
2146;01/09/2019 12:21;01/09/2019 12:57;90;Lechmere Station at Cambridge St / First St;42,370677;-71,076529;91;One Kendall Square at Hampshire St / Portland St;42,366277;-71,09169;2855
1306;01/09/2019 12:21;01/09/2019 12:43;107;Ames St at Main St;42,3625;-71,08822;122;Burlington Ave at Brookline Ave;42,345733;-71,100694;2646
1212;01/09/2019 12:21;01/09/2019 12:42;120;Beacon St at Charles St;42,356052;-71,069849;218;Watermark Seaport - Boston Wharf Rd at Seaport Blvd;42,351586;-71,045693;3813
1209;01/09/2019 12:22;01/09/2019 12:42;120;Beacon St at Charles St;42,356052;-71,069849;218;Watermark Seaport - Boston Wharf Rd at Seaport Blvd;42,351586;-71,045693;2060
858;01/09/2019 12:22;01/09/2019 12:36;385;Albany St at E. Brookline St;42,336648;-71,0689446;43;Rowes Wharf at Atlantic Ave;42,357143;-71,050699;4859
2767;01/09/2019 12:22;01/09/2019 13:08;357;Centre St at Seaverns Ave;42,3121203;-71,1142981;341;Roslindale Village - Washington St;42,286307;-71,128205;3957
1178;01/09/2019 12:22;01/09/2019 12:41;94;Main St at Austin St;42,375603;-71,064608;370;Dartmouth St at Newbury St;42,350961;-71,077828;5325
2108;01/09/2019 12:22;01/09/2019 12:57;90;Lechmere Station at Cambridge St / First St;42,370677;-71,076529;91;One Kendall Square at Hampshire St / Portland St;42,366277;-71,09169;5035
5607;01/09/2019 12:22;01/09/2019 13:55;12;Ruggles T Stop - Columbus Ave at Melnea Cass Blvd;42,3362445;-71,0879856;27;Roxbury Crossing T Stop - Columbus Ave at Tremont St;42,331184;-71,095171;4826
928;01/09/2019 12:22;01/09/2019 12:37;3;Colleges of the Fenway - Fenway at Avenue Louis Pasteur;42,3401151;-71,1006188;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;5504
9448;01/09/2019 12:22;01/09/2019 14:59;384;Clarendon St at Newbury St;42,3515531;-71,0756903;384;Clarendon St at Newbury St;42,351553;-71,07569;3763
708;01/09/2019 12:22;01/09/2019 12:34;376;Honan Library;42,3602737;-71,1285245;41;Packard's Corner - Commonwealth Ave at Brighton Ave;42,352261;-71,123831;4950
582;01/09/2019 12:22;01/09/2019 12:32;52;Newbury St at Hereford St;42,348717;-71,085954;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;4674
1057;01/09/2019 12:22;01/09/2019 12:40;190;Nashua Street at Red Auerbach Way;42,365673;-71,064263;192;Purchase St at Pearl St;42,354659;-71,053181;4750
1610;01/09/2019 12:22;01/09/2019 12:49;11;Longwood Ave at Binney St;42,338629;-71,1065;98;Warren St at Chelsea St;42,371848;-71,060292;3360
1179;01/09/2019 12:22;01/09/2019 12:42;120;Beacon St at Charles St;42,356052;-71,069849;218;Watermark Seaport - Boston Wharf Rd at Seaport Blvd;42,351586;-71,045693;5294
1165;01/09/2019 12:22;01/09/2019 12:42;120;Beacon St at Charles St;42,356052;-71,069849;218;Watermark Seaport - Boston Wharf Rd at Seaport Blvd;42,351586;-71,045693;2644
9380;01/09/2019 12:22;01/09/2019 14:59;384;Clarendon St at Newbury St;42,3515531;-71,0756903;384;Clarendon St at Newbury St;42,351553;-71,07569;2218
2733;01/09/2019 12:22;01/09/2019 13:08;357;Centre St at Seaverns Ave;42,3121203;-71,1142981;341;Roslindale Village - Washington St;42,286307;-71,128205;4108
972;01/09/2019 12:22;01/09/2019 12:39;24;Seaport Square - Seaport Blvd at Northern Ave;42,3514819;-71,0443609;190;Nashua Street at Red Auerbach Way;42,365673;-71,064263;5456
2733;01/09/2019 12:22;01/09/2019 13:08;357;Centre St at Seaverns Ave;42,3121203;-71,1142981;341;Roslindale Village - Washington St;42,286307;-71,128205;4495
925;01/09/2019 12:23;01/09/2019 12:38;46;Christian Science Plaza - Massachusetts Ave at Westland Ave;42,3436658;-71,0858238;363;Harrison Ave at Mullins Way;42,345216;-71,06384;5405
998;01/09/2019 12:23;01/09/2019 12:39;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;363;Harrison Ave at Mullins Way;42,345216;-71,06384;4443
3269;01/09/2019 12:23;01/09/2019 13:17;356;Charlestown Navy Yard;42,3741246;-71,054812;100;Davis Square;42,396969;-71,123024;4517
7700;01/09/2019 12:23;01/09/2019 14:31;70;Harvard Kennedy School at Bennett St / Eliot St;42,3722168;-71,1218807;70;Harvard Kennedy School at Bennett St / Eliot St;42,372217;-71,121881;5023
337;01/09/2019 12:23;01/09/2019 12:28;97;Harvard University River Houses at DeWolfe St / Cowperthwaite St;42,3691903;-71,1171413;68;Central Square at Mass Ave / Essex St;42,36507;-71,1031;5370
1111;01/09/2019 12:23;01/09/2019 12:41;94;Main St at Austin St;42,375603;-71,064608;370;Dartmouth St at Newbury St;42,350961;-71,077828;4269
2942;01/09/2019 12:23;01/09/2019 13:12;58;Mugar Way at Beacon St;42,3555363;-71,0728687;42;Boylston St at Arlington St;42,352055;-71,070487;2652
1258;01/09/2019 12:23;01/09/2019 12:44;109;West End Park;42,3659079;-71,0644667;363;Harrison Ave at Mullins Way;42,345216;-71,06384;576
982;01/09/2019 12:23;01/09/2019 12:39;190;Nashua Street at Red Auerbach Way;42,365673;-71,064263;192;Purchase St at Pearl St;42,354659;-71,053181;1145
3269;01/09/2019 12:23;01/09/2019 13:18;356;Charlestown Navy Yard;42,3741246;-71,054812;100;Davis Square;42,396969;-71,123024;3554
2254;01/09/2019 12:23;01/09/2019 13:01;15;Brighton Mills - 370 Western Ave;42,3615457;-71,1377621;61;Boylston St at Fairfield St;42,348762;-71,082383;4212
327;01/09/2019 12:23;01/09/2019 12:29;81;Chinatown T Stop;42,352409;-71,062679;43;Rowes Wharf at Atlantic Ave;42,357143;-71,050699;5283
2501;01/09/2019 12:23;01/09/2019 13:05;211;Piers Park;42,3648929;-71,0349718;212;Maverick Square - Lewis Mall;42,368844;-71,039778;5399
2272;01/09/2019 12:23;01/09/2019 13:01;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;73;Harvard Square at Brattle St / Eliot St;42,373231;-71,120886;5038
1146;01/09/2019 12:24;01/09/2019 12:43;122;Burlington Ave at Brookline Ave;42,345733;-71,100694;149;175 N Harvard St;42,363796;-71,129164;3292
508;01/09/2019 12:24;01/09/2019 12:32;226;Commonwealth Ave At Babcock St;42,3515474;-71,1212625;10;B.U. Central - 725 Comm. Ave.;42,350406;-71,108279;5423
2237;01/09/2019 12:24;01/09/2019 13:01;67;MIT at Mass Ave / Amherst St;42,3581;-71,093198;73;Harvard Square at Brattle St / Eliot St;42,373231;-71,120886;4739
1230;01/09/2019 12:24;01/09/2019 12:45;178;MIT Pacific St at Purrington St;42,3595732;-71,1012948;66;Allston Green District - Griggs St at Commonwealth Ave;42,349225;-71,132753;5184
7295;01/09/2019 12:24;01/09/2019 14:26;70;Harvard Kennedy School at Bennett St / Eliot St;42,3722168;-71,1218807;70;Harvard Kennedy School at Bennett St / Eliot St;42,372217;-71,121881;2379
3270;01/09/2019 12:24;01/09/2019 13:19;58;Mugar Way at Beacon St;42,3555363;-71,0728687;345;Park Plaza at Charles St S.;42,351828;-71,067811;2155
305;01/09/2019 12:24;01/09/2019 12:29;417;Columbus Ave at W. Canton St;42,3447423;-71,0764816;50;Boylston St at Berkeley St;42,351142;-71,073292;5513
545;01/09/2019 12:25;01/09/2019 12:34;95;Cambridge St - at Columbia St / Webster Ave;42,372969;-71,094445;76;Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St;42,366426;-71,105495;3705
512;01/09/2019 12:25;01/09/2019 12:33;102;Powder House Circle - Nathan Tufts Park;42,400877;-71,116772;409;Elm St at White St;42,389524;-71,116941;4178
1461;01/09/2019 12:25;01/09/2019 12:49;296;Farragut Rd at E. 6th St;42,3334;-71,02495;138;Newmarket Square T Stop - Massachusetts Ave at Newmarket Square;42,326599;-71,066498;5288
1376;01/09/2019 12:25;01/09/2019 12:48;360;Bartlett St at John Elliot Sq;42,3294633;-71,0901582;345;Park Plaza at Charles St S.;42,351828;-71,067811;5218
1452;01/09/2019 12:25;01/09/2019 12:49;296;Farragut Rd at E. 6th St;42,3334;-71,02495;138;Newmarket Square T Stop - Massachusetts Ave at Newmarket Square;42,326599;-71,066498;3466
527;01/09/2019 12:25;01/09/2019 12:34;19;Park Dr at Buswell St;42,347241;-71,105301;69;Coolidge Corner - Beacon St at Centre St;42,341598;-71,123338;5108
1283;01/09/2019 12:25;01/09/2019 12:46;139;Dana Park;42,3617804;-71,1080995;171;Bunker Hill Community College;42,37409;-71,06906;5452
1155;01/09/2019 12:25;01/09/2019 12:44;113;Andrew T Stop - Dorchester Ave at Dexter St;42,3304737;-71,0570169;364;Tremont St at Northampton St;42,338896;-71,0815;4811
861;01/09/2019 12:26;01/09/2019 12:40;179;MIT Vassar St;42,3556012;-71,1039448;179;MIT Vassar St;42,355601;-71,103945;4215
685;01/09/2019 12:26;01/09/2019 12:37;55;Boylston St at Massachusetts Ave;42,347265;-71,088088;342;Boylston St at Jersey St;42,344651;-71,097325;3921
521;01/09/2019 12:26;01/09/2019 12:34;98;Warren St at Chelsea St;42,371848;-71,060292;6;Cambridge St at Joy St;42,361212;-71,065306;3712
6341;01/09/2019 12:26;01/09/2019 14:12;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;74;Harvard Square at Mass Ave/ Dunster;42,373268;-71,118579;4846
421;01/09/2019 12:26;01/09/2019 12:33;27;Roxbury Crossing T Stop - Columbus Ave at Tremont St;42,331184;-71,095171;57;Columbus Ave at Massachusetts Ave;42,340543;-71,081388;5033
290;01/09/2019 12:26;01/09/2019 12:31;178;MIT Pacific St at Purrington St;42,3595732;-71,1012948;139;Dana Park;42,36178;-71,1081;4979
1643;01/09/2019 12:26;01/09/2019 12:54;105;Lower Cambridgeport at Magazine St / Riverside Rd;42,3572185;-71,1138716;60;Charles Circle - Charles St at Cambridge St;42,360185;-71,070866;4560
4997;01/09/2019 12:27;01/09/2019 13:50;279;Williams St at Washington St;42,306539;-71,107669;339;Archdale Rd at Washington St;42,292666;-71,121195;4359
1521;01/09/2019 12:27;01/09/2019 12:52;44;Congress St at North St;42,3604178;-71,0575224;52;Newbury St at Hereford St;42,348717;-71,085954;4951
932;01/09/2019 12:27;01/09/2019 12:42;96;Cambridge Main Library at Broadway / Trowbridge St;42,373379;-71,111075;328;Grove St at Community Path;42,396387;-71,120113;2811
2611;01/09/2019 12:27;01/09/2019 13:10;200;Washington St at Melnea Cass Blvd;42,332817;-71,081198;92;University of Massachusetts Boston - Campus Center;42,312189;-71,036486;5562
4684;01/09/2019 12:27;01/09/2019 13:45;336;Mattapan T Stop;42,267902;-71,093641;336;Mattapan T Stop;42,267902;-71,093641;3641
1138;01/09/2019 12:27;01/09/2019 12:46;4;Tremont St at E Berkeley St;42,345392;-71,069616;157;Seaport Blvd at Sleeper St;42,353178;-71,048174;3184
